"","hcode","ancode","age","agecat","sample","FMD_cELISA","FMD_CHEKIT","FMD_EITB","FMD_iELISA","FMD_VNT_A","FMD_VNT_O","FMD_VNT_SAT2","PbP.A","PbP.O","PbP.SAT2","monlast","Date","FMDS_O","FMDS_A","FMDS_SAT2","CENTRE_COD","MOUTH_LESI","COM_MOUTH","FOOT_LESIO","COM_FOOT"
"1324",122,42,2,NA,2,2,184.8,NA,NA,2.4082,1.6557,0.7526,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1325",122,43,2,NA,2,1,68.6,NA,NA,1.8062,1.9567,0.7526,0,0,0,0,"2000-09-19",1,1,0,NA,NA,NA,NA,NA
"1326",122,44,2,NA,2,25,16.2,NA,NA,1.5052,0.9031,2.7093,0,0,0,0,"2000-09-19",0,0,1,NA,NA,NA,NA,NA
"1327",122,45,1,NA,2,12,148.2,NA,NA,2.1072,0.7526,2.1072,0,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1328",122,46,1,NA,2,30,32.5,NA,NA,1.6557,0.9031,0.7526,0,0,0,0,"2000-09-19",0,0,0,NA,NA,NA,NA,NA
"1329",122,47,1,NA,2,29,18.8,NA,NA,2.4082,0.7526,2.1072,0,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1331",122,49,1,NA,2,3,50.3,NA,NA,2.5588,1.0536,1.9567,0,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1332",122,50,1,NA,2,31,12,NA,NA,2.5588,1.2041,1.9567,0,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1333",122,51,1,NA,2,37,27.7,NA,NA,2.4082,0.7526,0.9031,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1334",122,52,2,NA,2,1,54.5,NA,NA,1.8062,0.9031,1.8062,0,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1335",122,53,3,NA,2,16,41.9,NA,NA,1.8062,1.0536,1.0536,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1336",122,54,3,2,2,22,39.8,NA,NA,3.0103,0.9031,0.9031,NA,NA,NA,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1337",123,1,NA,2,1,77,18.8,0,11,1.3546,0.7526,2.4082,0,0,0,10,"2000-09-22",0,0,1,NA,NA,NA,NA,NA
"1338",123,2,NA,2,1,6,54.5,1,16,0.7526,1.2041,2.5588,0,0,0,10,"2000-09-22",0,0,1,NA,NA,NA,NA,NA
"1340",123,4,NA,2,1,12,34,1,83,1.6557,0.7526,2.4082,0,0,0,10,"2000-09-22",0,0,1,NA,NA,NA,NA,NA
"1342",123,6,NA,1,1,68,6.8,0,4,1.0536,0.9031,1.9567,0,0,0,10,"2000-09-22",0,0,1,NA,NA,NA,NA,NA
"1343",123,7,NA,1,1,39,22,1,17,0.7526,0.7526,2.1072,0,0,0,10,"2000-09-22",0,0,1,NA,NA,NA,NA,NA
"1344",123,8,NA,1,1,29,35.1,1,11,0.7526,0.7526,2.5588,0,0,0,10,"2000-09-22",0,0,1,NA,NA,NA,NA,NA
"1346",123,10,NA,1,1,87,7,1,24,0.7526,0.7526,2.1072,0,0,1,10,"2000-09-22",0,0,1,NA,NA,NA,NA,NA
"1347",124,1,10,2,1,46,19.4,1,16,1.5052,1.0536,1.5052,0,0,0,8,"2000-09-22",0,0,0,NA,NA,NA,NA,NA
"1348",124,2,7,2,1,8,172,1,42,1.9567,1.0536,1.9567,0,0,0,8,"2000-09-22",0,1,1,NA,NA,NA,NA,NA
"1349",124,3,4,2,1,29,8.6,1,24,1.6557,0.7526,2.4082,0,0,0,8,"2000-09-22",0,0,1,NA,NA,NA,NA,NA
"1350",124,4,5,2,1,49,5.9,1,21,1.2041,0.7526,2.5588,0,0,0,8,"2000-09-22",0,0,1,NA,NA,NA,NA,NA
"1351",124,5,7,2,1,24,29.6,1,36,2.1072,1.0536,2.4082,0,0,0,8,"2000-09-22",0,1,1,NA,NA,NA,NA,NA
"1353",124,7,2,1,1,80,9.1,1,22,0.7526,0.7526,2.4082,0,0,0,8,"2000-09-22",0,0,1,NA,NA,NA,NA,NA
"1354",124,8,1,1,1,102,6.5,0,0,0.7526,0.7526,1.0536,0,0,0,8,"2000-09-22",0,0,0,NA,NA,NA,NA,NA
"1355",124,9,1,1,1,83,5.4,0,2,0.7526,0.7526,1.5052,0,0,0,8,"2000-09-22",0,0,0,NA,NA,NA,NA,NA
"1356",124,10,1,1,1,80,3.2,0,1,0.7526,0.7526,1.5052,0,0,0,8,"2000-09-22",0,0,0,NA,NA,NA,NA,NA
"1357",125,1,6,2,1,55,5.4,0,2,1.8062,0.7526,2.7093,0,0,0,3,"2000-09-25",0,1,1,NA,NA,NA,NA,NA
"1358",125,2,8,2,1,40,16.1,0,16,1.2041,0.7526,2.1072,0,0,0,3,"2000-09-25",0,0,1,NA,NA,NA,NA,NA
"1359",125,3,5,2,1,29,14,1,13,1.3546,0.7526,1.9567,0,0,0,3,"2000-09-25",0,0,1,NA,NA,NA,NA,NA
"1360",125,4,7,2,1,15,30.1,1,10,1.2041,0.7526,2.5588,0,0,0,3,"2000-09-25",0,0,1,NA,NA,NA,NA,NA
"1361",125,5,7,2,1,45,16.7,1,15,1.0536,0.7526,2.1072,0,0,0,3,"2000-09-25",0,0,1,NA,NA,NA,NA,NA
"1362",125,6,2,1,1,31,19.9,1,23,1.3546,0.7526,1.6557,0,0,0,3,"2000-09-25",0,0,0,NA,NA,NA,NA,NA
"1363",125,7,1,1,1,81,3.8,0,5,0.7526,0.7526,1.3546,0,0,0,3,"2000-09-25",0,0,0,NA,NA,NA,NA,NA
"1364",125,8,2,1,1,1,203.8,1,147,2.2577,1.3546,2.1072,0,0,0,3,"2000-09-25",0,1,1,NA,NA,NA,NA,NA
"1366",125,10,2,1,1,4,137.1,1,115,1.5052,1.8062,2.2577,0,0,0,3,"2000-09-25",1,0,1,NA,NA,NA,NA,NA
"1367",126,1,3,2,1,8,33.3,1,38,2.4082,0.7526,1.9567,1,0,0,2,"2000-09-25",0,1,1,NA,NA,NA,NA,NA
"1368",126,2,3,2,1,29,25.8,1,18,2.1072,1.0536,2.2577,0,0,0,2,"2000-09-25",0,1,1,NA,NA,NA,NA,NA
"1369",126,3,3,2,1,73,6.5,0,8,1.5052,1.0536,1.9567,0,0,0,2,"2000-09-25",0,0,1,NA,NA,NA,NA,NA
"1370",126,4,3,2,1,48,18.3,1,12,1.8062,1.0536,1.8062,0,0,0,2,"2000-09-25",0,1,1,NA,NA,NA,NA,NA
"1372",126,6,1.5,1,1,50,5.4,0,8,1.6557,0.7526,1.6557,0,0,0,2,"2000-09-25",0,0,0,NA,NA,NA,NA,NA
"1373",126,7,1.5,1,1,84,89.8,1,62,2.1072,0.7526,2.2577,0,0,0,2,"2000-09-25",0,1,1,NA,NA,NA,NA,NA
"1374",126,8,1.5,1,1,37,51.6,0,6,2.1072,0.7526,1.9567,0,0,0,2,"2000-09-25",0,1,1,NA,NA,NA,NA,NA
"1375",126,9,2,1,1,1,89.2,1,148,2.1072,2.2577,1.8062,1,0,0,2,"2000-09-25",1,1,1,NA,NA,NA,NA,NA
"1376",126,10,1,1,1,54,12.4,1,19,NA,0.7526,2.2577,0,0,0,2,"2000-09-25",0,0,1,NA,NA,NA,NA,NA
"1377",127,1,3,2,1,10,105.4,1,36,1.9567,0.7526,1.8062,0,0,0,10,"2000-09-26",0,1,1,NA,NA,NA,NA,NA
"1378",127,2,8,2,1,2,104.8,1,86,2.4082,2.2577,3.0103,0,0,0,10,"2000-09-26",1,1,1,NA,NA,NA,NA,NA
"1379",127,3,8,2,1,48,40.3,1,26,1.0536,0.7526,2.2577,0,0,0,10,"2000-09-26",0,0,1,NA,NA,NA,NA,NA
"1381",127,5,10,2,1,4,63.4,1,114,1.9567,1.3546,2.8598,0,0,0,10,"2000-09-26",0,1,1,NA,NA,NA,NA,NA
"1382",127,6,1.5,1,1,41,7.5,0,8,0.7526,0.7526,2.2577,0,0,0,10,"2000-09-26",0,0,1,NA,NA,NA,NA,NA
"1383",127,7,1.5,1,1,102,5.9,0,1,0.7526,0.7526,1.5052,0,0,0,10,"2000-09-26",0,0,0,NA,NA,NA,NA,NA
"1384",127,8,0.75,1,1,97,5.4,0,0,0.7526,0.7526,1.8062,0,0,0,10,"2000-09-26",0,0,1,NA,NA,NA,NA,NA
"1385",127,9,1,1,1,41,46.2,0,2,0.7526,0.7526,2.7093,0,0,0,10,"2000-09-26",0,0,1,NA,NA,NA,NA,NA
"1386",127,10,1,1,1,5,66.3,1,63,0.7526,0.7526,2.7093,0,0,0,10,"2000-09-26",0,0,1,NA,NA,NA,NA,NA
"1387",128,1,2,1,1,38,20.1,1,34,0.7526,0.7526,2.7093,0,0,0,10,"2000-09-29",0,0,1,NA,NA,NA,NA,NA
"1388",128,2,6,2,1,5,65.1,1,61,2.8598,1.2041,2.8598,0,0,0,10,"2000-09-29",0,1,1,NA,NA,NA,NA,NA
"1389",128,3,6,2,1,55,5.6,0,4,1.9567,0.7526,1.8062,0,0,0,10,"2000-09-29",0,1,1,NA,NA,NA,NA,NA
"1390",128,4,3,2,1,87,14.5,0,4,0.7526,1.0536,1.8062,0,0,0,10,"2000-09-29",0,0,1,NA,NA,NA,NA,NA
"1391",128,5,4,2,1,20,26.5,1,24,1.8062,0.7526,2.4082,0,0,0,10,"2000-09-29",0,1,1,NA,NA,NA,NA,NA
"1392",128,6,3,2,1,49,20.9,1,15,0.7526,1.0536,2.5588,0,0,0,10,"2000-09-29",0,0,1,NA,NA,NA,NA,NA
"1393",128,7,1,1,1,99,4.8,0,0,0.7526,0.7526,1.2041,0,0,0,10,"2000-09-29",0,0,0,NA,NA,NA,NA,NA
"1394",128,8,1,1,1,85,4.8,0,1,0.7526,0.7526,1.2041,0,0,0,10,"2000-09-29",0,0,0,NA,NA,NA,NA,NA
"1395",128,9,1,1,1,8,22.9,1,47,0.7526,0.7526,2.2577,0,0,0,10,"2000-09-29",0,0,1,NA,NA,NA,NA,NA
"1396",128,10,1,1,1,21,9.2,1,51,1.3546,0.7526,2.7093,0,0,0,10,"2000-09-29",0,0,1,NA,NA,NA,NA,NA
"1397",129,1,5,2,1,3,67.1,1,44,2.5588,1.0536,1.8062,0,0,0,12,"2000-09-29",0,1,1,NA,NA,NA,NA,NA
"1398",129,2,6,2,1,1,155.4,1,92,2.1072,1.0536,2.2577,0,0,0,12,"2000-09-29",0,1,1,NA,NA,NA,NA,NA
"1399",129,3,5,2,1,75,16.4,0,1,1.8062,0.7526,2.4082,0,0,0,12,"2000-09-29",0,1,1,NA,NA,NA,NA,NA
"1400",129,4,6,2,1,34,36.9,0,3,1.8062,0.9031,1.2041,0,0,0,12,"2000-09-29",0,1,0,NA,NA,NA,NA,NA
"1401",129,5,5,2,1,22,19.7,1,37,2.1072,1.8062,1.9567,0,0,0,12,"2000-09-29",1,1,1,NA,NA,NA,NA,NA
"1402",129,6,2,1,1,41,76.3,1,19,0.7526,1.0536,1.3546,0,0,0,12,"2000-09-29",0,0,0,NA,NA,NA,NA,NA
"1403",129,7,2,1,1,72,5.2,0,1,0.7526,1.0536,1.9567,0,0,0,12,"2000-09-29",0,0,1,NA,NA,NA,NA,NA
"1404",129,8,1,1,1,78,7.2,0,0,0.7526,0.9031,1.9567,0,0,0,12,"2000-09-29",0,0,1,NA,NA,NA,NA,NA
"1405",129,9,2,1,1,17,26.3,1,49,1.3546,1.0536,1.8062,0,0,0,12,"2000-09-29",0,0,1,NA,NA,NA,NA,NA
"1406",129,10,1,1,1,72,13.7,0,1,0.7526,0.7526,1.6557,0,0,0,12,"2000-09-29",0,0,0,NA,NA,NA,NA,NA
"1408",130,2,8,2,1,37,21.7,1,32,0.7526,0.7526,1.8062,0,0,0,7,"2000-10-02",0,0,1,NA,NA,NA,NA,NA
"1410",130,4,10,2,1,75,7.2,0,6,1.0536,1.0536,2.1072,0,0,0,7,"2000-10-02",0,0,1,NA,NA,NA,NA,NA
"1412",130,6,2,1,1,81,5.2,0,0,0.7526,0.7526,1.3546,0,0,0,7,"2000-10-02",0,0,0,NA,NA,NA,NA,NA
"1413",130,7,2,1,1,62,14.1,0,9,0.7526,0.7526,1.9567,0,0,0,7,"2000-10-02",0,0,1,NA,NA,NA,NA,NA
"1414",130,8,2,1,1,79,34.5,0,3,0.7526,0.7526,1.5052,0,0,0,7,"2000-10-02",0,0,0,NA,NA,NA,NA,NA
"1415",130,9,2,1,1,60,17.7,0,1,0.7526,0.7526,1.9567,0,0,0,7,"2000-10-02",0,0,1,NA,NA,NA,NA,NA
"1416",130,10,2,1,1,84,5.6,0,0,0.7526,0.7526,0.9031,0,0,0,7,"2000-10-02",0,0,0,NA,NA,NA,NA,NA
"1417",131,1,5,2,1,45,8.4,1,18,1.6557,0.7526,2.2577,0,0,0,10,"2000-10-02",0,0,1,NA,NA,NA,NA,NA
"1418",131,2,3,2,1,48,22.5,0,6,1.3546,0.7526,1.9567,0,0,0,10,"2000-10-02",0,0,1,NA,NA,NA,NA,NA
"1419",131,3,3.5,2,1,88,5.6,0,2,0.7526,0.7526,2.5588,0,0,0,10,"2000-10-02",0,0,1,NA,NA,NA,NA,NA
"1420",131,4,3,2,1,78,10.8,0,7,1.3546,0.7526,1.8062,0,0,0,10,"2000-10-02",0,0,1,NA,NA,NA,NA,NA
"1421",131,5,4,2,1,64,57.4,0,6,0.7526,0.7526,1.8062,0,0,0,10,"2000-10-02",0,0,1,NA,NA,NA,NA,NA
"1422",131,6,0.75,1,1,76,2.4,0,0,0.7526,0.7526,1.0536,0,0,0,10,"2000-10-02",0,0,0,NA,NA,NA,NA,NA
"1423",131,7,0.92,1,1,71,6.4,1,12,0.7526,0.7526,2.4082,0,0,0,10,"2000-10-02",0,0,1,NA,NA,NA,NA,NA
"1426",131,10,2,1,1,90,4.5,0,1,1.2041,0.7526,1.8062,0,0,0,10,"2000-10-02",0,0,1,NA,NA,NA,NA,NA
"1428",132,2,3,2,1,45,10.9,1,13,0.7526,0.7526,2.5588,0,0,0,10,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1429",132,3,4,2,1,94,3.5,0,0,1.0536,0.7526,2.7093,0,0,0,10,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1430",132,4,5,2,1,15,22.9,1,59,0.9031,0.9031,2.4082,0,0,0,10,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1431",132,5,2.5,2,1,13,10,1,33,1.6557,0.7526,2.5588,0,0,0,10,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1432",132,6,2,1,1,38,9,0,5,0.7526,0.7526,1.6557,0,0,0,10,"2000-10-03",0,0,0,NA,NA,NA,NA,NA
"1433",132,7,1,1,1,85,5,0,8,0.7526,0.7526,1.0536,0,0,0,10,"2000-10-03",0,0,0,NA,NA,NA,NA,NA
"1436",132,10,2,1,1,78,11.4,1,10,0.7526,0.7526,2.5588,0,0,0,10,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1437",133,1,3,2,1,67,3.5,0,4,0.7526,0.7526,1.8062,0,0,0,10,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1438",133,2,3,2,1,73,3.5,0,6,1.2041,0.7526,2.1072,0,0,0,10,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1440",133,4,3,2,1,45,18.9,1,21,0.7526,0.7526,2.2577,0,0,0,10,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1441",133,5,5,2,1,32,13.9,1,21,0.7526,0.9031,2.2577,0,0,0,10,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1442",133,6,1.5,1,1,61,4.5,0,2,0.7526,0.7526,1.9567,0,0,0,10,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1443",133,7,1.5,1,1,49,5.5,1,22,0.7526,0.7526,1.6557,0,0,0,10,"2000-10-03",0,0,0,NA,NA,NA,NA,NA
"1444",133,8,1.5,1,1,89,6,0,2,0.7526,0.7526,0.9031,0,0,0,10,"2000-10-03",0,0,0,NA,NA,NA,NA,NA
"1445",133,9,1.5,1,1,79,5,0,1,0.7526,0.9031,2.2577,0,0,0,10,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1446",133,10,1.5,1,1,84,4,0,1,0.7526,0.7526,2.2577,0,0,0,10,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1447",134,1,4,2,1,32,19.9,1,28,1.2041,0.7526,1.6557,0,0,0,7,"2000-10-03",0,0,0,NA,NA,NA,NA,NA
"1448",134,2,4,2,1,87,10.9,0,6,2.2577,0.7526,1.6557,0,0,0,7,"2000-10-03",0,1,0,NA,NA,NA,NA,NA
"1449",134,3,4,2,1,94,12.4,0,10,0.7526,0.7526,2.7093,0,0,0,7,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1450",134,4,9,2,1,75,9,0,2,1.0536,1.0536,1.9567,0,0,0,7,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1451",134,5,11,2,1,13,20.4,1,101,2.1072,1.3546,2.5588,0,0,0,7,"2000-10-03",0,1,1,NA,NA,NA,NA,NA
"1452",134,6,0.67,1,1,81,3.5,0,0,0.7526,0.7526,1.3546,0,0,0,7,"2000-10-03",0,0,0,NA,NA,NA,NA,NA
"1453",134,7,0.67,1,1,82,2,0,1,0.9031,0.7526,1.8062,0,0,0,7,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1454",134,8,0.5,1,1,85,6.5,0,0,0.7526,0.7526,1.2041,0,0,0,7,"2000-10-03",0,0,0,NA,NA,NA,NA,NA
"1455",134,9,0.67,1,1,84,10,0,2,0.7526,0.7526,2.1072,0,0,0,7,"2000-10-03",0,0,1,NA,NA,NA,NA,NA
"1457",135,2,8,2,1,95,9,0,2,0.7526,0.7526,0.9031,0,0,0,36,"2000-10-04",0,0,0,NA,NA,NA,NA,NA
"1458",135,3,9,2,1,64,10.9,0,8,0.9031,0.9031,1.2041,0,0,0,36,"2000-10-04",0,0,0,NA,NA,NA,NA,NA
"1459",135,4,9,2,1,76,8,0,5,0.7526,0.7526,1.2041,0,0,0,36,"2000-10-04",0,0,0,NA,NA,NA,NA,NA
"1460",135,5,9,2,1,73,4.5,0,6,0.7526,0.7526,0.7526,0,0,0,36,"2000-10-04",0,0,0,NA,NA,NA,NA,NA
"1461",135,6,2,1,1,85,11.9,0,5,0.7526,0.7526,1.9567,0,0,0,36,"2000-10-04",0,0,1,NA,NA,NA,NA,NA
"1462",135,7,1,1,1,93,4,0,1,0.7526,0.7526,1.0536,0,0,0,36,"2000-10-04",0,0,0,NA,NA,NA,NA,NA
"1464",135,9,1,1,1,70,10.4,0,5,0.7526,0.7526,1.5052,0,0,0,36,"2000-10-04",0,0,0,NA,NA,NA,NA,NA
"1465",136,1,4,2,1,96,7,0,-1,0.9031,0.7526,1.5052,0,0,0,36,"2000-10-05",0,0,0,NA,NA,NA,NA,NA
"1466",136,2,10,2,1,53,6.7,1,27,1.0536,1.2041,1.9567,0,0,0,36,"2000-10-05",0,0,1,NA,NA,NA,NA,NA
"1467",136,3,6,2,1,31,22.8,0,5,0.7526,0.7526,1.8062,0,0,0,36,"2000-10-05",0,0,1,NA,NA,NA,NA,NA
"1468",136,4,9,2,1,18,11.7,1,62,1.9567,0.9031,1.0536,0,0,0,36,"2000-10-05",0,1,0,NA,NA,NA,NA,NA
"1469",136,5,2,1,1,91,4.4,0,0,0.7526,0.7526,0.9031,0,0,0,36,"2000-10-05",0,0,0,NA,NA,NA,NA,NA
"1470",136,6,3,2,1,88,3.3,0,0,0.7526,0.7526,1.0536,0,0,0,36,"2000-10-05",0,0,0,NA,NA,NA,NA,NA
"1471",136,7,1.5,1,1,94,7.2,0,0,0.7526,0.7526,1.2041,0,0,0,36,"2000-10-05",0,0,0,NA,NA,NA,NA,NA
"1472",136,8,2,1,1,86,12.2,0,2,0.7526,0.7526,0.9031,0,0,0,36,"2000-10-05",0,0,0,NA,NA,NA,NA,NA
"1473",136,9,2,1,1,95,4.4,0,0,0.7526,0.7526,1.5052,0,0,0,36,"2000-10-05",0,0,0,NA,NA,NA,NA,NA
"1474",137,1,6,2,1,51,11.7,0,7,1.6557,0.7526,2.1072,0,0,0,36,"2000-10-06",0,0,1,NA,NA,NA,NA,NA
"1475",137,2,8,2,1,29,40,1,47,1.5052,0.9031,1.6557,0,0,0,36,"2000-10-06",0,0,0,NA,NA,NA,NA,NA
"1476",137,3,10,2,1,25,21.1,1,26,1.3546,1.0536,2.2577,0,0,0,36,"2000-10-06",0,0,1,NA,NA,NA,NA,NA
"1477",137,4,4,2,1,77,5,0,1,2.1072,0.9031,1.6557,0,0,0,36,"2000-10-06",0,1,0,NA,NA,NA,NA,NA
"1478",137,5,4,2,1,48,5,1,16,2.2577,0.7526,1.3546,0,0,0,36,"2000-10-06",0,1,0,NA,NA,NA,NA,NA
"1479",137,6,2,1,1,89,5.6,0,0,0.7526,0.7526,1.5052,0,0,0,36,"2000-10-06",0,0,0,NA,NA,NA,NA,NA
"1480",137,7,2,1,1,87,6.7,0,2,1.0536,0.7526,1.3546,0,0,0,36,"2000-10-06",0,0,0,NA,NA,NA,NA,NA
"1481",137,8,2,1,1,90,2.2,0,4,0.7526,0.7526,1.0536,0,0,0,36,"2000-10-06",0,0,0,NA,NA,NA,NA,NA
"1482",137,9,0.67,1,1,90,2.8,0,0,0.7526,0.7526,1.0536,0,0,0,36,"2000-10-06",0,0,0,NA,NA,NA,NA,NA
"1483",137,10,2,1,1,50,5.6,0,1,1.2041,0.7526,2.4082,0,0,0,36,"2000-10-06",0,0,1,NA,NA,NA,NA,NA
"1484",138,1,10,2,1,30,16.1,1,33,1.2041,1.0536,1.2041,0,0,0,84,"2000-10-07",0,0,0,NA,NA,NA,NA,NA
"1485",138,2,6,2,1,74,6.7,1,15,1.5052,0.7526,1.3546,0,0,0,84,"2000-10-07",0,0,0,NA,NA,NA,NA,NA
"1486",138,3,2,1,1,39,5.6,0,9,0.7526,0.7526,2.4082,0,0,0,84,"2000-10-07",0,0,1,NA,NA,NA,NA,NA
"1487",138,4,2,1,1,109,8.3,0,4,0.9031,0.7526,1.0536,0,0,0,84,"2000-10-07",0,0,0,NA,NA,NA,NA,NA
"1488",138,5,3,2,1,72,4.4,0,0,0.7526,0.7526,0.7526,0,0,0,84,"2000-10-07",0,0,0,NA,NA,NA,NA,NA
"1489",138,6,3,2,1,82,2.2,0,1,0.7526,0.7526,0.7526,0,0,0,84,"2000-10-07",0,0,0,NA,NA,NA,NA,NA
"1490",138,7,1,1,1,74,6.7,0,0,0.7526,0.7526,1.6557,0,0,0,84,"2000-10-07",0,0,0,NA,NA,NA,NA,NA
"1491",138,8,2,1,1,77,7.2,0,1,0.7526,0.7526,1.2041,0,0,0,84,"2000-10-07",0,0,0,NA,NA,NA,NA,NA
"1492",138,9,3,2,1,68,7.8,0,0,0.7526,0.7526,0.9031,0,0,0,84,"2000-10-07",0,0,0,NA,NA,NA,NA,NA
"1493",138,10,2,1,1,66,16.7,0,1,0.7526,0.7526,0.9031,0,0,0,84,"2000-10-07",0,0,0,NA,NA,NA,NA,NA
"1494",139,1,8,2,1,18,20.6,1,48,1.9567,1.0536,1.3546,0,0,0,10,"2000-10-08",0,1,0,NA,NA,NA,NA,NA
"1495",139,2,8,2,1,55,31.1,0,8,1.9567,1.2041,2.2577,0,0,0,10,"2000-10-08",0,1,1,NA,NA,NA,NA,NA
"1496",139,3,5,2,1,76,20,0,6,1.3546,0.7526,1.0536,0,0,0,10,"2000-10-08",0,0,0,NA,NA,NA,NA,NA
"1497",139,4,5,2,1,44,23.9,1,28,1.5052,0.7526,1.6557,0,0,0,10,"2000-10-08",0,0,0,NA,NA,NA,NA,NA
"1498",139,5,6,2,1,74,27.2,0,5,0.7526,0.7526,1.6557,0,0,0,10,"2000-10-08",0,0,0,NA,NA,NA,NA,NA
"1499",139,6,2,1,1,37,6.7,1,15,1.6557,0.7526,1.0536,0,0,0,10,"2000-10-08",0,0,0,NA,NA,NA,NA,NA
"1500",139,7,1,1,1,84,10.6,0,1,1.0536,0.7526,1.3546,0,0,0,10,"2000-10-08",0,0,0,NA,NA,NA,NA,NA
"1501",139,8,2,1,1,78,7.8,0,0,0.9031,0.7526,1.3546,0,0,0,10,"2000-10-08",0,0,0,NA,NA,NA,NA,NA
"1502",139,9,1,1,1,43,24.4,0,6,0.7526,0.7526,1.9567,0,0,0,10,"2000-10-08",0,0,1,NA,NA,NA,NA,NA
"1503",139,10,0.67,1,1,83,6.7,0,0,0.7526,0.7526,1.0536,0,0,0,10,"2000-10-08",0,0,0,NA,NA,NA,NA,NA
"1504",140,1,4,2,1,16,45,1,103,1.5052,1.2041,1.9567,0,0,0,11,"2000-10-08",0,0,1,NA,NA,NA,NA,NA
"1505",140,2,4,2,1,45,9.4,0,9,1.9567,1.0536,1.8062,0,0,0,11,"2000-10-08",0,1,1,NA,NA,NA,NA,NA
"1506",140,3,5,2,1,24,53.3,1,16,1.5052,1.0536,0.9031,0,0,0,11,"2000-10-08",0,0,0,NA,NA,NA,NA,NA
"1508",140,5,6,2,1,47,17.8,1,34,1.8062,1.2041,1.9567,0,0,0,11,"2000-10-08",0,1,1,NA,NA,NA,NA,NA
"1509",140,6,0.67,1,1,89,1.7,0,-1,0.7526,0.7526,1.0536,0,0,0,11,"2000-10-08",0,0,0,NA,NA,NA,NA,NA
"1510",140,7,2,1,1,100,5.6,0,0,0.7526,0.7526,1.8062,0,0,0,11,"2000-10-08",0,0,1,NA,NA,NA,NA,NA
"1512",140,9,1,1,1,80,2.2,0,1,0.7526,0.7526,0.9031,0,0,0,11,"2000-10-08",0,0,0,NA,NA,NA,NA,NA
"1513",140,10,1,1,1,84,5.6,0,1,0.7526,0.7526,0.9031,0,0,0,11,"2000-10-08",0,0,0,NA,NA,NA,NA,NA
"1514",141,1,5,2,1,61,6.1,1,14,0.7526,0.7526,2.2577,0,0,0,8,"2000-10-10",0,0,1,NA,NA,NA,NA,NA
"1515",141,2,7,2,1,32,32.8,1,80,2.2577,1.0536,2.2577,0,0,0,8,"2000-10-10",0,1,1,NA,NA,NA,NA,NA
"1518",141,5,3,2,1,17,65,1,37,1.6557,0.7526,2.2577,0,0,0,8,"2000-10-10",0,0,1,NA,NA,NA,NA,NA
"1519",141,6,2,1,1,70,6.7,0,1,0.7526,0.7526,1.5052,0,0,0,8,"2000-10-10",0,0,0,NA,NA,NA,NA,NA
"1520",141,7,1,1,1,92,3.3,0,1,0.7526,0.7526,1.9567,0,0,0,8,"2000-10-10",0,0,1,NA,NA,NA,NA,NA
"1521",141,8,2,1,1,48,7.8,0,7,0.7526,0.7526,1.8062,0,0,0,8,"2000-10-10",0,0,1,NA,NA,NA,NA,NA
"1522",141,9,1,1,1,92,4.4,0,1,0.7526,0.7526,2.1072,0,0,0,8,"2000-10-10",0,0,1,NA,NA,NA,NA,NA
"1523",141,10,1,1,1,49,10.6,0,9,0.7526,0.7526,2.5588,0,0,0,8,"2000-10-10",0,0,1,NA,NA,NA,NA,NA
"1525",142,2,5,2,1,15,62.8,1,55,2.1072,1.3546,1.9567,0,0,0,10,"2000-10-11",0,1,1,NA,NA,NA,NA,NA
"1526",142,3,4,2,1,12,49.4,1,76,1.5052,0.7526,2.4082,0,0,0,10,"2000-10-11",0,0,1,NA,NA,NA,NA,NA
"1527",142,4,4,2,1,20,32.8,1,119,1.9567,1.3546,2.2577,0,0,0,10,"2000-10-11",0,1,1,NA,NA,NA,NA,NA
"1528",142,5,4,2,1,34,28.3,1,11,0.7526,1.0536,2.1072,0,0,0,10,"2000-10-11",0,0,1,NA,NA,NA,NA,NA
